id,day,month,year,weekday,hour,minute,matchday,leagueType,homeId,awayId,scoreHomeHt,scoreAwayHt,scoreHomeFt,scoreAwayFt,h2hHomeWins,h2hHomeLosses,h2hAwayWins,h2hAwayLosses,h2hDraws,h2hAvgGoals,target
327280.0,23.0,10.0,2021.0,6.0,16.0,30.0,9.0,0.0,397.0,65.0,0.0,3.0,1.0,4.0,0.0,-4.0,0.0,0.0,1.0,3.2,2.5
325593.0,13.0,2.0,2022.0,7.0,11.0,15.0,22.0,0.0,718.0,682.0,1.0,3.0,1.0,4.0,0.0,-5.0,0.0,0.0,0.0,4.2,2.5
418710.0,5.0,2.0,2023.0,7.0,19.0,45.0,21.0,0.0,108.0,98.0,1.0,0.0,1.0,0.0,5.0,0.0,5.0,-5.0,0.0,2.6,0.5
441840.0,30.0,9.0,2023.0,6.0,13.0,30.0,6.0,0.0,36.0,18.0,0.0,3.0,1.0,3.0,1.0,-4.0,1.0,-1.0,0.0,3.6,2.0
417219.0,31.0,8.0,2022.0,3.0,19.0,0.0,5.0,0.0,511.0,524.0,0.0,1.0,0.0,3.0,1.0,-3.0,1.0,-1.0,1.0,3.2,1.5
441988.0,25.0,2.0,2024.0,7.0,18.0,30.0,23.0,0.0,16.0,17.0,0.0,1.0,2.0,1.0,1.0,-4.0,1.0,-1.0,0.0,3.2,1.5
328008.0,24.0,11.0,2021.0,3.0,19.0,45.0,19.0,0.0,384.0,1044.0,0.0,1.0,1.0,1.0,1.0,-2.0,1.0,-1.0,2.0,2.6,1.0
415861.0,15.0,1.0,2023.0,7.0,15.0,45.0,16.0,0.0,1914.0,1909.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,-2.0,3.0,2.2,0.0
444376.0,26.0,11.0,2023.0,7.0,11.0,30.0,13.0,0.0,104.0,5911.0,1.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.0,1.0,1.5,1.0
436184.0,17.0,2.0,2024.0,6.0,15.0,0.0,25.0,0.0,328.0,57.0,0.0,2.0,0.0,5.0,0.0,-3.0,0.0,0.0,2.0,2.4,2.5
416219.0,26.0,12.0,2022.0,1.0,15.0,0.0,17.0,0.0,62.0,76.0,1.0,1.0,1.0,2.0,0.0,-4.0,0.0,0.0,1.0,2.0,1.5
444411.0,16.0,12.0,2023.0,6.0,17.0,30.0,16.0,0.0,113.0,104.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,-2.0,3.0,2.2,1.5
329493.0,26.0,2.0,2022.0,6.0,14.0,30.0,24.0,0.0,18.0,11.0,1.0,2.0,2.0,2.0,4.0,0.0,4.0,-4.0,1.0,3.0,2.0
417022.0,24.0,2.0,2023.0,5.0,20.0,0.0,25.0,0.0,521.0,512.0,0.0,1.0,2.0,1.0,2.0,-1.0,2.0,-2.0,2.0,1.6,1.5
